Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
SOPHIA HILLS,"1,218,000",570.49,"2,135",Jul-25,MOUNT SOPHIA,Resale,Strata,53,"22,981",-,Condominium,1,99 yrs lease commencing from 2013,09,Core Central Region,01 to 05
RIVERSAILS,"1,760,000","1,184.04","1,486",Jul-25,UPPER SERANGOON CRESCENT,Resale,Strata,110,"16,000",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
SUITES DE LAUREL,"1,050,000",559.73,"1,876",Jul-25,JALAN ANAK BUKIT,Resale,Strata,52,"20,192",-,Apartment,1,999 yrs lease commencing from 1885,21,Rest of Central Region,01 to 05
PARC RIVIERA,"955,000",602.78,"1,584",Jul-25,WEST COAST VALE,Resale,Strata,56,"17,054",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,01 to 05
MARINA BAY SUITES,"3,000,333","1,614.6","1,858",Jul-25,CENTRAL BOULEVARD,Resale,Strata,150,"20,002",-,Condominium,1,99 yrs lease commencing from 2007,01,Core Central Region,06 to 10
LAKEVILLE,"2,450,000","1,270.15","1,929",Jul-25,JURONG LAKE LINK,Resale,Strata,118,"20,763",-,Condominium,1,99 yrs lease commencing from 2013,22,Outside Central Region,11 to 15
THE JOVELL,"1,520,000","1,033.34","1,471",Jul-25,FLORA DRIVE,Resale,Strata,96,"15,833",-,Condominium,1,99 yrs lease commencing from 2018,17,Outside Central Region,01 to 05
MERAWOODS,"2,150,000","1,420.85","1,513",Jul-25,HILLVIEW AVENUE,Resale,Strata,132,"16,288",-,Condominium,1,999 yrs lease commencing from 1885,23,Outside Central Region,06 to 10
EASTPOINT GREEN,"1,030,000",958,"1,075",Jul-25,SIMEI STREET 3,Resale,Strata,89,"11,573",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,06 to 10
PARKVIEW APARTMENTS,"1,095,000","1,119.46",978,Jul-25,BUKIT BATOK STREET 25,Resale,Strata,104,"10,529",-,Apartment,1,99 yrs lease commencing from 1994,23,Outside Central Region,01 to 05
8@WOODLEIGH,"1,560,000",839.59,"1,858",Jul-25,WOODLEIGH CLOSE,Resale,Strata,78,"20,000",-,Condominium,1,99 yrs lease commencing from 2008,13,Rest of Central Region,11 to 15
ASPEN HEIGHTS,"3,200,000","1,323.97","2,417",Jul-25,RIVER VALLEY ROAD,Resale,Strata,123,"26,016",-,Condominium,1,999 yrs lease commencing from 1841,09,Core Central Region,01 to 05
PAYA LEBAR RESIDENCES,"2,350,000","1,302.44","1,804",Jul-25,PAYA LEBAR ROAD,Resale,Strata,121,"19,421",-,Apartment,1,Freehold,14,Rest of Central Region,11 to 15
FORETT@BUKIT TIMAH,"1,790,000",764.24,"2,342",Jul-25,TOH TUCK ROAD,Resale,Strata,71,"25,211",-,Apartment,1,Freehold,21,Rest of Central Region,06 to 10
SUITES AT ORCHARD,"2,765,000","1,550.02","1,784",Jul-25,HANDY ROAD,Resale,Strata,144,"19,201",-,Apartment,1,99 yrs lease commencing from 2007,09,Core Central Region,01 to 05
MODENA,"2,750,000","2,798.64",983,Jul-25,SIMEI STREET 4,Resale,Strata,260,"10,577",-,Condominium,1,99 yrs lease commencing from 1997,18,Outside Central Region,11 to 15
PARC PALAIS,"2,670,000","1,485.43","1,797",Jul-25,HUME AVENUE,Resale,Strata,138,"19,348",-,Condominium,1,Freehold,21,Outside Central Region,06 to 10
PARC EMILY,"1,150,000",548.96,"2,095",Jul-25,MOUNT EMILY ROAD,Resale,Strata,51,"22,549",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
ARCHIPELAGO,"1,928,000","1,184.04","1,628",Jul-25,BEDOK RESERVOIR ROAD,Resale,Strata,110,"17,527",-,Condominium,1,99 yrs lease commencing from 2011,16,Outside Central Region,01 to 05
CORALIS,"3,500,000","2,669.47","1,311",Jul-25,JOO CHIAT ROAD,Resale,Strata,248,"14,113",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
KENT RIDGE HILL RESIDENCES,"1,050,000",516.67,"2,032",Jul-25,SOUTH BUONA VISTA ROAD,Resale,Strata,48,"21,875",-,Apartment,1,99 yrs lease commencing from 2018,05,Rest of Central Region,01 to 05
THE TRE VER,"1,425,000",699.66,"2,037",Jul-25,POTONG PASIR AVENUE 1,Resale,Strata,65,"21,923",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,16 to 20
JARDIN,"3,410,000","1,689.95","2,018",Jul-25,DUNEARN ROAD,Resale,Strata,157,"21,720",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
AMARANDA GARDENS,"3,216,800","1,463.9","2,197",Jul-25,SERANGOON AVENUE 3,Resale,Strata,136,"23,653",-,Condominium,1,Freehold,19,Outside Central Region,11 to 15
TANGLIN VIEW,"2,388,000","1,248.62","1,913",Jul-25,PRINCE CHARLES CRESCENT,Resale,Strata,116,"20,586",-,Condominium,1,99 yrs lease commencing from 1997,03,Rest of Central Region,11 to 15
EASTPOINT GREEN,"1,375,000","1,130.22","1,217",Jul-25,SIMEI STREET 3,Resale,Strata,105,"13,095",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,06 to 10
EAST MEADOWS,"1,675,000","1,237.86","1,353",Jul-25,TANAH MERAH KECHIL ROAD,Resale,Strata,115,"14,565",-,Condominium,1,99 yrs lease commencing from 1998,16,Outside Central Region,01 to 05
PARC OLYMPIA,"1,390,000","1,162.51","1,196",Jul-25,FLORA DRIVE,Resale,Strata,108,"12,870",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,06 to 10
MONTEBLEU,"1,668,000",850.36,"1,962",Jul-25,MINBU ROAD,Resale,Strata,79,"21,114",-,Condominium,1,Freehold,11,Core Central Region,06 to 10
D'LEEDON,"2,600,000","1,345.5","1,932",Jul-25,LEEDON HEIGHTS,Resale,Strata,125,"20,800",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,06 to 10
COCO PALMS,"1,280,000",742.72,"1,723",Jul-25,PASIR RIS GROVE,Resale,Strata,69,"18,551",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
CRAIG PLACE,"1,080,000",570.49,"1,893",Jul-25,CRAIG ROAD,Resale,Strata,53,"20,377",-,Apartment,1,99 yrs lease commencing from 1997,02,Rest of Central Region,06 to 10
RIO VISTA,"2,260,000","2,152.8","1,050",Jul-25,UPPER SERANGOON VIEW,Resale,Strata,200,"11,300",-,Condominium,1,99 yrs lease commencing from 2001,19,Outside Central Region,16 to 20
THE GARDEN RESIDENCES,"1,450,000",796.54,"1,820",Jul-25,SERANGOON NORTH VIEW,Resale,Strata,74,"19,595",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,01 to 05
THE SERENNO,"2,000,000","1,270.15","1,575",Jul-25,HAIG ROAD,Resale,Strata,118,"16,949",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
THE CREST,"1,980,000",947.23,"2,090",Jul-25,PRINCE CHARLES CRESCENT,Resale,Strata,88,"22,500",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,01 to 05
THE GARDENS AT BISHAN,"1,600,000",882.65,"1,813",Jul-25,SIN MING WALK,Resale,Strata,82,"19,512",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,16 to 20
BARTLEY RESIDENCES,"1,620,000",904.18,"1,792",Jul-25,LORONG HOW SUN,Resale,Strata,84,"19,286",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
THE BAYCOURT,"2,300,000","1,657.66","1,388",Jul-25,UPPER EAST COAST ROAD,Resale,Strata,154,"14,935",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
ORCHID PARK CONDOMINIUM,"935,000",958,976,Jul-25,YISHUN STREET 81,Resale,Strata,89,"10,506",-,Condominium,1,99 yrs lease commencing from 1991,27,Outside Central Region,01 to 05
EIGHT RIVERSUITES,"2,045,000","1,076.4","1,900",Jul-25,WHAMPOA EAST,Resale,Strata,100,"20,450",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,16 to 20
REFLECTIONS AT KEPPEL BAY,"2,210,000","1,184.04","1,866",Jul-25,KEPPEL BAY VIEW,Resale,Strata,110,"20,091",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,01 to 05
PALMWOODS,"1,450,000","1,184.04","1,225",Jul-25,UPPER CHANGI ROAD,Resale,Strata,110,"13,182",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,01 to 05
WHISTLER GRAND,"1,530,000",764.24,"2,002",Jul-25,WEST COAST VALE,Resale,Strata,71,"21,549",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,31 to 35
THE QUARTZ,"1,650,000","1,076.4","1,533",Jul-25,COMPASSVALE BOW,Resale,Strata,100,"16,500",-,Condominium,1,99 yrs lease commencing from 2005,19,Outside Central Region,11 to 15
BARTLEY RIDGE,"1,650,888",850.36,"1,941",Jul-25,MOUNT VERNON ROAD,Resale,Strata,79,"20,897",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,06 to 10
EUHABITAT,"753,000",538.2,"1,399",Jul-25,JALAN EUNOS,Resale,Strata,50,"15,060",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
FLAME TREE PARK,"3,350,000","1,862.17","1,799",Jul-25,SIN MING AVENUE,Resale,Strata,173,"19,364",-,Condominium,1,Freehold,20,Rest of Central Region,06 to 10
RIDGEWOOD,"2,950,000","1,743.77","1,692",Jul-25,RIDGEWOOD CLOSE,Resale,Strata,162,"18,210",-,Condominium,1,999 yrs lease commencing from 1885,10,Core Central Region,16 to 20
WATERFALL GARDENS,"8,080,000","4,036.5","2,002",Jul-25,FARRER ROAD,Resale,Strata,375,"21,547",-,Condominium,1,Freehold,10,Core Central Region,11 to 15
MIDWOOD,"1,050,000",548.96,"1,913",Jul-25,HILLVIEW RISE,Resale,Strata,51,"20,588",-,Condominium,1,99 yrs lease commencing from 2018,23,Outside Central Region,11 to 15
THE PEARL @ MOUNT FABER,"1,895,000","1,162.51","1,630",Jul-25,MOUNT FABER ROAD,Resale,Strata,108,"17,546",-,Condominium,1,99 yrs lease commencing from 2002,04,Rest of Central Region,01 to 05
MARINA BAY RESIDENCES,"3,561,111","1,636.13","2,177",Jul-25,MARINA BOULEVARD,Resale,Strata,152,"23,428",-,Condominium,1,99 yrs lease commencing from 2005,01,Core Central Region,11 to 15
JOOL SUITES,"740,000",409.03,"1,809",Jul-25,SING JOO WALK,Resale,Strata,38,"19,474",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
YISHUN EMERALD,"1,580,000","1,377.79","1,147",Jul-25,CANBERRA DRIVE,Resale,Strata,128,"12,344",-,Condominium,1,99 yrs lease commencing from 1998,27,Outside Central Region,06 to 10
VISTA RESIDENCES,"2,500,000","1,205.57","2,074",Jul-25,JALAN DATOH,Resale,Strata,112,"22,321",-,Condominium,1,Freehold,12,Rest of Central Region,06 to 10
CAMBRIDGE VILLAGE,"2,250,000","1,550.02","1,452",Jul-25,CAMBRIDGE ROAD,Resale,Strata,144,"15,625",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
GEM RESIDENCES,"1,700,000",947.23,"1,795",Jul-25,LORONG 5 TOA PAYOH,Resale,Strata,88,"19,318",-,Condominium,1,99 yrs lease commencing from 2015,12,Rest of Central Region,01 to 05
CARIBBEAN AT KEPPEL BAY,"2,400,000","1,216.33","1,973",Jul-25,KEPPEL BAY DRIVE,Resale,Strata,113,"21,239",-,Condominium,1,99 yrs lease commencing from 1999,04,Rest of Central Region,06 to 10
HIGH PARK RESIDENCES,"650,000",398.27,"1,632",Jul-25,FERNVALE ROAD,Resale,Strata,37,"17,568",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,06 to 10
EAST COAST RESIDENCES,"2,200,000","1,453.14","1,514",Jul-25,UPPER EAST COAST ROAD,Resale,Strata,135,"16,296",-,Apartment,1,Freehold,16,Outside Central Region,01 to 05
VIBES@UPPER SERANGOON,"665,000",387.5,"1,716",Jul-25,UPPER SERANGOON ROAD,Resale,Strata,36,"18,472",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
SEASONS PARK,"1,100,000","1,044.11","1,054",Jul-25,YIO CHU KANG ROAD,Resale,Strata,97,"11,340",-,Condominium,1,99 yrs lease commencing from 1995,26,Outside Central Region,01 to 05
LAGUNA PARK,"1,900,000","1,614.6","1,177",Jul-25,MARINE PARADE ROAD,Resale,Strata,150,"12,667",-,Apartment,1,99 yrs lease commencing from 1977,15,Outside Central Region,06 to 10
THE TAPESTRY,"1,570,000",925.7,"1,696",Jul-25,TAMPINES STREET 86,Resale,Strata,86,"18,256",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,01 to 05
SKY GREEN,"1,488,888",796.54,"1,869",Jul-25,MACPHERSON ROAD,Resale,Strata,74,"20,120",-,Condominium,1,Freehold,13,Rest of Central Region,01 to 05
MIMOSA PARK,"2,318,000","1,754.53","1,321",Jul-25,MIMOSA ROAD,Resale,Strata,163,"14,221",-,Condominium,1,Freehold,28,Outside Central Region,01 to 05
THE FLORENCE RESIDENCES,"1,980,000",990.29,"1,999",Jul-25,HOUGANG AVENUE 2,Resale,Strata,92,"21,522",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
CHILTERN PARK,"1,445,000",914.94,"1,579",Jul-25,SERANGOON AVENUE 3,Resale,Strata,85,"17,000",-,Condominium,1,99 yrs lease commencing from 1991,19,Outside Central Region,06 to 10
LIV ON SOPHIA,"1,220,000",538.2,"2,267",Jul-25,ADIS ROAD,Resale,Strata,50,"24,400",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
THE HILLIER,"918,000",613.55,"1,496",Jul-25,HILLVIEW RISE,Resale,Strata,57,"16,105",-,Apartment,1,99 yrs lease commencing from 2011,23,Outside Central Region,06 to 10
THE CALLISTA,"1,730,000","1,302.44","1,328",Jul-25,MAR THOMA ROAD,Resale,Strata,121,"14,298",-,Apartment,1,999 yrs lease commencing from 1882,12,Rest of Central Region,01 to 05
PALM GARDENS,"1,800,000","1,431.61","1,257",Jul-25,HONG SAN WALK,Resale,Strata,133,"13,534",-,Condominium,1,99 yrs lease commencing from 1996,23,Outside Central Region,06 to 10
EVERGREEN PARK,"1,325,000","1,237.86","1,070",Jul-25,HOUGANG AVENUE 7,Resale,Strata,115,"11,522",-,Apartment,1,99 yrs lease commencing from 1995,19,Outside Central Region,11 to 15
EIGHT COURTYARDS,"1,189,500",914.94,"1,300",Jul-25,CANBERRA DRIVE,Resale,Strata,85,"13,994",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,11 to 15
AZALEA PARK CONDOMINIUM,"1,850,000","1,679.18","1,102",Jul-25,FLORA ROAD,Resale,Strata,156,"11,859",-,Condominium,1,999 yrs lease commencing from 1885,17,Outside Central Region,06 to 10
SIMS MEADOWS,"1,280,000",968.76,"1,321",Jul-25,LORONG 33 GEYLANG,Resale,Strata,90,"14,222",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
THE GARDEN RESIDENCES,"1,758,888",904.18,"1,945",Jul-25,SERANGOON NORTH VIEW,Resale,Strata,84,"20,939",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,06 to 10
ONE DRAYCOTT,"1,850,000",731.95,"2,527",Jul-25,DRAYCOTT PARK,Resale,Strata,68,"27,206",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
SANT RITZ,"1,780,000",882.65,"2,017",Jul-25,PHENG GECK AVENUE,Resale,Strata,82,"21,707",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,06 to 10
SKY VUE,"1,790,000",807.3,"2,217",Jul-25,BISHAN STREET 15,Resale,Strata,75,"23,867",-,Condominium,1,99 yrs lease commencing from 2013,20,Rest of Central Region,26 to 30
KENSINGTON SQUARE,"1,088,000",613.55,"1,773",Jul-25,JALAN LOKAM,Resale,Strata,57,"19,088",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
SOPHIA HILLS,"2,175,000",958,"2,270",Jul-25,MOUNT SOPHIA,Resale,Strata,89,"24,438",-,Condominium,1,99 yrs lease commencing from 2013,09,Core Central Region,01 to 05
ALEX RESIDENCES,"2,000,000",882.65,"2,266",Jul-25,ALEXANDRA VIEW,Resale,Strata,82,"24,390",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,26 to 30
THE WINDSOR,"3,148,000","1,991.34","1,581",Jul-25,ONTARIO AVENUE,Resale,Strata,185,"17,016",-,Condominium,1,Freehold,20,Rest of Central Region,01 to 05
THE SUITES AT CENTRAL,"3,700,000","1,474.67","2,509",Jul-25,DEVONSHIRE ROAD,Resale,Strata,137,"27,007",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
ROSEWOOD SUITES,"805,000",656.6,"1,226",Jul-25,ROSEWOOD DRIVE,Resale,Strata,61,"13,197",-,Condominium,1,99 yrs lease commencing from 2008,25,Outside Central Region,01 to 05
THE POIZ RESIDENCES,"2,606,000","1,184.04","2,201",Jul-25,MEYAPPA CHETTIAR ROAD,Resale,Strata,110,"23,691",-,Apartment,1,99 yrs lease commencing from 2014,13,Rest of Central Region,11 to 15
THE SOVEREIGN,"8,400,000","3,304.55","2,542",Jul-25,MEYER ROAD,Resale,Strata,307,"27,362",-,Condominium,1,Freehold,15,Rest of Central Region,21 to 25
JADESCAPE,"1,130,000",527.44,"2,142",Jul-25,SHUNFU ROAD,Resale,Strata,49,"23,061",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,11 to 15
THE GARDENS AT BISHAN,"2,150,000","1,205.57","1,783",Jul-25,SIN MING WALK,Resale,Strata,112,"19,196",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,06 to 10
PARC CLEMATIS,"945,000",452.09,"2,090",Jul-25,JALAN LEMPENG,Resale,Strata,42,"22,500",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
BOTANIQUE AT BARTLEY,"905,000",495.14,"1,828",Jul-25,UPPER PAYA LEBAR ROAD,Resale,Strata,46,"19,674",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
D'WEAVE,"888,888",548.96,"1,619",Jul-25,LORONG 39 GEYLANG,Resale,Strata,51,"17,429",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
PRINCIPAL GARDEN,"920,398",495.14,"1,859",Jul-25,PRINCE CHARLES CRESCENT,Resale,Strata,46,"20,009",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,01 to 05
HERITAGE VIEW,"2,280,000","1,313.21","1,736",Jul-25,DOVER RISE,Resale,Strata,122,"18,689",-,Condominium,1,99 yrs lease commencing from 1996,05,Rest of Central Region,16 to 20
PARC BOTANNIA,"750,000",430.56,"1,742",Jul-25,FERNVALE STREET,Resale,Strata,40,"18,750",-,Condominium,1,99 yrs lease commencing from 2016,28,Outside Central Region,16 to 20
THE ROCHESTER RESIDENCES,"2,790,000","1,679.18","1,662",Jul-25,ROCHESTER DRIVE,Resale,Strata,156,"17,885",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,11 to 15
RIVERFRONT RESIDENCES,"1,234,000",721.19,"1,711",Jul-25,HOUGANG AVENUE 7,Resale,Strata,67,"18,418",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
D'LEEDON,"2,600,000","1,216.33","2,138",Jul-25,LEEDON HEIGHTS,Resale,Strata,113,"23,009",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,21 to 25
PARC ESTA,"1,442,000",635.08,"2,271",Jul-25,SIMS AVENUE,Resale,Strata,59,"24,441",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,06 to 10
PARK PLACE RESIDENCES AT PLQ,"1,470,000",645.84,"2,276",Jul-25,PAYA LEBAR ROAD,Resale,Strata,60,"24,500",-,Apartment,1,99 yrs lease commencing from 2015,14,Rest of Central Region,11 to 15
ASTORIA PARK,"1,465,000","1,194.8","1,226",Jul-25,LORONG MYDIN,Resale,Strata,111,"13,198",-,Condominium,1,99 yrs lease commencing from 1993,14,Outside Central Region,11 to 15
THE BELVEDERE,"3,660,000","1,367.03","2,677",Jul-25,MEYER ROAD,Resale,Strata,127,"28,819",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
THE TENNERY,"800,000",613.55,"1,304",Jul-25,WOODLANDS ROAD,Resale,Strata,57,"14,035",-,Apartment,1,99 yrs lease commencing from 2010,23,Outside Central Region,06 to 10
JADESCAPE,"2,700,000","1,054.87","2,560",Jul-25,SHUNFU ROAD,Resale,Strata,98,"27,551",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,21 to 25
THE TRE VER,"1,420,000",699.66,"2,030",Jul-25,POTONG PASIR AVENUE 1,Resale,Strata,65,"21,846",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,06 to 10
PARC CLEMATIS,"1,380,000",688.9,"2,003",Jul-25,JALAN LEMPENG,Resale,Strata,64,"21,563",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
STIRLING RESIDENCES,"1,818,000",678.13,"2,681",Jul-25,STIRLING ROAD,Resale,Strata,63,"28,857",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,36 to 40
EASTPOINT GREEN,"1,068,800",958,"1,116",Jul-25,SIMEI STREET 3,Resale,Strata,89,"12,009",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,01 to 05
PARC CLEMATIS,"925,000",452.09,"2,046",Jul-25,JALAN LEMPENG,Resale,Strata,42,"22,024",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,16 to 20
HILLION RESIDENCES,"820,000",473.62,"1,731",Jul-25,JELEBU ROAD,Resale,Strata,44,"18,636",-,Apartment,1,99 yrs lease commencing from 2013,23,Outside Central Region,11 to 15
WATER PLACE,"2,610,000","1,280.92","2,038",Jul-25,TANJONG RHU ROAD,Resale,Strata,119,"21,933",-,Condominium,1,99 yrs lease commencing from 1998,15,Rest of Central Region,16 to 20
COMMONWEALTH TOWERS,"958,000",473.62,"2,023",Jul-25,COMMONWEALTH AVENUE,Resale,Strata,44,"21,773",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,11 to 15
JEWEL @ BUANGKOK,"1,250,000",721.19,"1,733",Jul-25,COMPASSVALE BOW,Resale,Strata,67,"18,657",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
THE SPINNAKER,"2,600,000","1,377.79","1,887",Jul-25,SUFFOLK ROAD,Resale,Strata,128,"20,313",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
KENTISH LODGE,"1,600,000","1,216.33","1,315",Jul-25,OXFORD ROAD,Resale,Strata,113,"14,159",-,Apartment,1,99 yrs lease commencing from 1995,08,Rest of Central Region,01 to 05
SUITES AT BUKIT TIMAH,"680,000",365.98,"1,858",Jul-25,JALAN JURONG KECHIL,Resale,Strata,34,"20,000",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05
TANAMERA CREST,"1,400,000","1,205.57","1,161",Jul-25,PARI DEDAP WALK,Resale,Strata,112,"12,500",-,Condominium,1,99 yrs lease commencing from 2000,16,Outside Central Region,11 to 15
COSTA DEL SOL,"2,768,000","1,776.06","1,559",Jul-25,BAYSHORE ROAD,Resale,Strata,165,"16,776",-,Condominium,1,99 yrs lease commencing from 1997,16,Outside Central Region,01 to 05
THE SPRINGBLOOM,"2,740,000","1,646.89","1,664",Jul-25,SERANGOON AVENUE 3,Resale,Strata,153,"17,908",-,Condominium,1,99 yrs lease commencing from 1995,19,Outside Central Region,06 to 10
THE SCALA,"1,688,000",850.36,"1,985",Jul-25,SERANGOON AVENUE 3,Resale,Strata,79,"21,367",-,Apartment,1,99 yrs lease commencing from 2010,19,Outside Central Region,11 to 15
HILLTOP GROVE,"1,180,000","1,011.82","1,166",Jul-25,HILLVIEW AVENUE,Resale,Strata,94,"12,553",-,Condominium,1,99 yrs lease commencing from 1996,23,Outside Central Region,01 to 05
